fish,stage,day,mean_y,median_y,mean_μ_μ_y,median_μ_μ_y,mean_μ_μ_hdi_3,median_μ_μ_hdi_3,mean_μ_μ_hdi_97,median_μ_μ_hdi_97,mean_μ_y,median_μ_y,mean_μ_hdi_3,median_μ_hdi_3,mean_μ_hdi_97,median_μ_hdi_97,mean_ppc_y,median_ppc_y,mean_ppc_hdi_3,median_ppc_hdi_3,mean_ppc_hdi_97,median_ppc_hdi_97,plotday
3.0,Rotation,12.0,-0.1625223588248141,-0.023060030700191,0.041666666666666664,0.049,-0.424,-0.407,0.5346666666666667,0.542,0.0315,0.039,-0.8145000000000001,-0.806,0.9089999999999999,0.9075,0.027333333333333334,0.0565,-4.974666666666667,-4.933,5.2331666666666665,5.2515,38
3.0,Rotation,13.0,-1.554327595433348,-0.1777520461662182,0.021666666666666667,0.027,-0.465,-0.458,0.5216666666666666,0.52,-0.007,0.0005,-0.8823333333333334,-0.8554999999999999,0.8671666666666668,0.86,-0.03266666666666667,-0.014499999999999999,-5.668500000000001,-4.935499999999999,5.8205,5.319,39
3.0,Rotation,14.0,-0.6967454924780817,-0.19644284590609634,0.006999999999999999,0.011,-0.48699999999999993,-0.479,0.526,0.525,-0.009833333333333335,-0.0045000000000000005,-0.8690000000000001,-0.864,0.8371666666666666,0.8234999999999999,-0.02366666666666667,-0.0055,-5.402166666666666,-5.1285,5.398499999999999,5.173,40
3.0,Rotation,15.0,0.19101454966269638,0.26348691670766117,-0.004333333333333333,-0.001,-0.49733333333333335,-0.503,0.54,0.528,-0.0024999999999999974,0.0075,-0.8873333333333333,-0.832,0.8776666666666667,0.8885,0.004333333333333335,0.0365,-6.426166666666667,-6.111,6.339833333333334,6.4895,41
3.0,Rotation,16.0,0.1596584635032623,0.09241470835352966,-0.5823333333333334,-0.011,-1.4406666666666668,-0.486,0.31,0.564,-0.4403333333333333,-0.0405,-2.0348333333333333,-0.9105,1.1978333333333333,0.9564999999999999,-0.4451666666666667,-0.021,-6.108333333333333,-5.8385,5.4485,5.585,42
3.0,Washout,1.0,-3.9883359505602285,-3.5165032104211305,-1.6656666666666666,-1.725,-3.109666666666667,-3.35,-0.2846666666666667,-0.198,-2.4566666666666666,-2.4444999999999997,-5.779833333333333,-5.769,0.6981666666666667,0.595,-2.4451666666666667,-2.411,-8.960166666666668,-8.7195,4.5595,4.444,43
3.0,Washout,2.0,-0.6052642722328029,-0.2653908546077748,-1.5083333333333335,-1.547,-2.502666666666667,-2.629,-0.4916666666666667,-0.458,-1.2215,-1.08,-3.863,-3.7135,1.3419999999999999,1.4115,-1.2391666666666665,-1.081,-7.538166666666666,-7.3355,4.7363333333333335,4.6845,44
3.0,Washout,3.0,-0.14491043377003437,-0.22123351366960187,-1.4036666666666668,-1.431,-2.1813333333333333,-2.25,-0.5680000000000001,-0.559,-1.0405,-1.0419999999999998,-3.3775,-3.387,1.2186666666666668,1.1595,-1.0516666666666667,-1.0465,-6.890333333333333,-6.907500000000001,4.82,4.689500000000001,45
3.0,Washout,4.0,-1.0878202185551757,-1.013984883500123,-1.329,-1.349,-2.0103333333333335,-2.044,-0.5786666666666666,-0.586,-1.343,-1.264,-3.7118333333333333,-3.465,0.8876666666666667,0.8375,-1.3419999999999999,-1.264,-7.855333333333333,-7.6815,5.101666666666667,4.6975,46
3.0,Washout,5.0,-3.652877342438554,-2.8672921100772637,-1.274,-1.289,-1.9456666666666667,-1.943,-0.5636666666666666,-0.564,-1.5045,-1.6145,-3.7375000000000003,-3.614,0.5479999999999999,0.44899999999999995,-1.4885,-1.6065,-7.964666666666666,-7.2875,5.3755,4.783,47
