fish,stage,day,mean_y,median_y,mean_μ_μ_y,median_μ_μ_y,mean_μ_μ_hdi_3,median_μ_μ_hdi_3,mean_μ_μ_hdi_97,median_μ_μ_hdi_97,mean_μ_y,median_μ_y,mean_μ_hdi_3,median_μ_hdi_3,mean_μ_hdi_97,median_μ_hdi_97,mean_ppc_y,median_ppc_y,mean_ppc_hdi_3,median_ppc_hdi_3,mean_ppc_hdi_97,median_ppc_hdi_97,plotday
7.0,Rotation,2.0,5.805099258210055,6.143639836181974,3.935333333333334,3.999,3.0046666666666666,3.055,4.860666666666667,4.955,5.8694999999999995,5.884,3.466666666666667,3.4585,8.557166666666665,8.515,5.875666666666667,5.859999999999999,-0.25033333333333335,-0.237,12.269666666666666,12.0135,14
7.0,Rotation,3.0,5.57018532500341,5.794968138927396,3.7550000000000003,3.808,2.888333333333333,2.904,4.624333333333333,4.672,5.7165,5.634499999999999,3.3663333333333334,3.373,8.4525,8.2925,5.734666666666667,5.657,-0.6311666666666667,-0.512,12.327666666666666,12.013,15
7.0,Rotation,4.0,7.562521431018918,6.275302361409377,3.6043333333333334,3.649,2.812666666666667,2.857,4.467,4.529,6.376166666666667,5.622,3.282666666666666,3.203,9.725666666666667,8.376000000000001,6.374,5.585,-0.8235,-0.747,13.309166666666664,11.868500000000001,16
7.0,Rotation,5.0,7.379323763996486,6.880243542518036,3.4773333333333336,3.515,2.6773333333333333,2.724,4.280333333333334,4.343,5.975666666666666,5.697,3.203333333333333,3.206,8.995333333333333,8.468,6.004666666666666,5.681,-0.7751666666666667,-0.739,12.449833333333332,11.7745,17
7.0,Rotation,6.0,5.433459006588734,4.835434172925158,3.3699999999999997,3.402,2.5593333333333335,2.584,4.124,4.155,5.173333333333333,4.838,2.9783333333333335,2.9625000000000004,7.756166666666666,7.2075,5.176166666666666,4.8025,-1.173,-1.0255,11.367333333333335,10.5835,18
7.0,Rotation,7.0,8.725086636433204,8.689714545666936,3.279,3.306,2.4753333333333334,2.51,4.023333333333333,4.062,6.262666666666667,6.1965,3.0015,2.9909999999999997,10.005666666666668,9.7325,6.277,6.184,-1.5145,-1.3815,13.781333333333334,13.406,19
7.0,Rotation,8.0,6.640909096886371,7.358302453376833,3.202,3.225,2.404,2.406,3.943,3.946,5.289166666666667,5.4985,2.843666666666667,2.84,8.055,8.4835,5.329166666666667,5.5595,-0.9311666666666666,-0.992,12.066,12.3975,20
7.0,Rotation,9.0,6.28068444470496,5.804881054908588,3.1363333333333334,3.156,2.3873333333333333,2.4,3.9273333333333333,3.937,5.1325,4.906499999999999,2.748666666666667,2.776,8.023,7.5155,5.093333333333334,4.852,-1.5090000000000001,-1.3695,11.765,11.1585,21
7.0,Rotation,10.0,4.459853615532826,4.498078137319386,3.08,3.097,2.3346666666666667,2.362,3.887333333333333,3.908,4.461833333333334,4.3774999999999995,2.6711666666666667,2.6105,6.671500000000001,6.4559999999999995,4.458,4.3645,-1.4898333333333333,-1.4994999999999998,10.339333333333334,10.094000000000001,22
7.0,Rotation,11.0,5.436737751263487,4.585961629609194,3.0316666666666663,3.046,2.2563333333333335,2.28,3.8273333333333333,3.846,4.7139999999999995,4.3629999999999995,2.6005,2.582,7.3629999999999995,6.4544999999999995,4.706333333333333,4.3575,-1.4733333333333334,-1.3980000000000001,11.284833333333333,10.498,23
7.0,Rotation,12.0,3.4819471652168144,3.152824787314878,2.9903333333333335,3.003,2.202,2.209,3.7896666666666667,3.79,4.110833333333333,3.9765,2.481333333333333,2.4684999999999997,6.082833333333333,5.889,4.129333333333333,4.013999999999999,-1.4128333333333334,-1.3695,10.051666666666668,10.0975,24
7.0,Rotation,13.0,6.2883973409979115,5.9282306434831495,2.954333333333333,2.965,2.169,2.188,3.7763333333333335,3.789,4.817333333333333,4.7035,2.557,2.566,7.749833333333334,7.268,4.819166666666667,4.751,-1.8086666666666666,-1.595,11.621333333333332,11.3885,25
7.0,Rotation,14.0,2.743190206264055,2.4867182807874224,2.923666666666666,2.933,2.125,2.131,3.753,3.751,3.8830000000000005,3.8315,2.3465000000000003,2.342,5.7156666666666665,5.6195,3.856666666666667,3.8265000000000002,-1.6048333333333333,-1.6245,9.886000000000001,9.8265,26
7.0,Rotation,15.0,3.6943937161246367,3.0842615375756046,2.8203333333333327,2.905,2.013333333333333,2.113,3.6603333333333334,3.757,4.0776666666666666,3.8635,2.2835,2.3064999999999998,6.211666666666666,5.933,4.111666666666666,3.8884999999999996,-2.0444999999999998,-1.9994999999999998,9.962,9.613499999999998,27
7.0,Washout,1.0,2.8089518637638076,2.7417060396011967,2.5893333333333333,2.651,1.78,1.814,3.3770000000000002,3.467,3.701833333333333,3.714,2.0576666666666665,2.042,5.792166666666667,5.7935,3.7279999999999998,3.7235,-1.8406666666666667,-1.8014999999999999,9.704,9.848500000000001,28
